audio,contain speech,female speak,male speak,female transcript,male transcript,annotate,useful annotates,female chunk number,aligned female chunk number,female align percentage,male chunk number,aligned male chunk number,male align percentage,Arousal,Valence,Arousal_binary,Valence_binary,check annotation,check female transcript,check male transcript,check date,romantic interaction,romantic interaction & both speak
Z_005\Day_6\Hour_16\11-30-2019 16_44_13,yes,no,yes,0,1,1,0,-1,-1,-1,11,0,0,86,85,1,1,1,1,1,1,1,0
Z_005\Day_6\Hour_17\11-30-2019 17_44_13,yes,no,yes,0,1,1,0,-1,-1,-1,3,0,0,82,84,1,1,1,1,1,1,1,0
Z_005\Day_6\Hour_18\11-30-2019 18_44_14,yes,no,yes,0,1,1,0,-1,-1,-1,3,0,0,63,79,1,1,1,1,1,1,1,0
Z_005\Day_6\Hour_19\11-30-2019 19_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_005\Day_6\Hour_20\11-30-2019 20_44_00,yes,no,no,0,1,1,0,-1,-1,-1,0,0,0,0,78,0,1,1,1,0,1,0,-1
Z_005\Day_6\Hour_8\11-30-2019 08_44_10,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_005\Day_6\Hour_9\11-30-2019 09_44_09,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,76,75,1,1,1,1,1,1,0,-1
Z_006\Day_0\Hour_16\12-22-2019 16_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,94,92,1,1,1,1,1,1,0,-1
Z_006\Day_0\Hour_17\12-22-2019 17_44_01,yes,yes,yes,1,1,1,0,8,0,0,4,0,0,95,95,1,1,1,1,1,1,1,1
Z_006\Day_0\Hour_18\12-22-2019 18_44_01,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,90,98,1,1,1,1,1,1,0,-1
Z_006\Day_0\Hour_19\12-22-2019 19_44_01,yes,yes,yes,1,1,1,0,2,0,0,3,0,0,19,100,0,1,1,1,1,1,1,1
Z_006\Day_0\Hour_20\12-22-2019 20_38_01,yes,yes,yes,1,1,1,5,2,2,1,2,2,1,20,90,0,1,1,1,1,1,1,1
Z_006\Day_1\Hour_19\12-16-2019 19_00_28,yes,yes,yes,1,1,1,37,15,14,0.933333333,13,13,1,70,83,1,1,1,1,1,1,0,-1
Z_006\Day_1\Hour_20\12-16-2019 20_01_43,yes,yes,yes,1,1,1,46,14,13,0.928571429,17,17,1,65,98,1,1,1,1,1,1,0,-1
Z_006\Day_2\Hour_19\12-17-2019 19_44_00,yes,yes,yes,1,1,1,3,1,0,0,13,2,0.153846154,-1,-1,-1,-1,1,1,1,1,0,-1
Z_006\Day_2\Hour_20\12-17-2019 20_44_00,yes,yes,yes,1,1,1,7,8,2,0.25,9,1,0.111111111,50,82,0,1,1,1,1,1,1,1
Z_006\Day_2\Hour_7\12-17-2019 07_17_29,yes,yes,yes,1,1,1,0,2,0,0,2,0,0,50,69,0,1,1,1,1,1,1,1
Z_006\Day_3\Hour_19\12-18-2019 19_25_40,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,17,84,0,1,1,1,1,1,0,-1
Z_006\Day_3\Hour_20\12-18-2019 20_07_42,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,11,80,0,1,1,1,1,1,0,-1
Z_006\Day_3\Hour_7\12-18-2019 07_00_20,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,65,82,1,1,1,1,1,1,0,-1
Z_006\Day_4\Hour_19\12-19-2019 19_04_08,yes,yes,yes,1,1,1,5,2,0,0,3,1,0.333333333,50,84,0,1,1,1,1,1,1,1
Z_006\Day_4\Hour_20\12-19-2019 20_05_13,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,30,85,0,1,1,1,1,1,1,0
Z_006\Day_4\Hour_7\12-19-2019 07_08_03,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,53,71,1,1,1,1,1,1,0,-1
Z_006\Day_5\Hour_19\12-20-2019 19_07_41,yes,yes,yes,1,1,1,13,10,2,0.2,7,2,0.285714286,24,91,0,1,1,1,1,1,1,1
Z_006\Day_5\Hour_20\12-20-2019 20_02_46,yes,yes,yes,1,1,1,0,4,0,0,5,0,0,14,86,0,1,1,1,1,1,1,1
Z_006\Day_5\Hour_7\12-20-2019 07_14_34,yes,yes,yes,1,1,1,4,1,1,1,1,1,1,36,79,0,1,1,1,1,1,1,1
Z_006\Day_6\Hour_10\12-21-2019 10_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,100,93,1,1,1,1,1,1,0,-1
Z_006\Day_6\Hour_11\12-21-2019 11_44_00,yes,yes,yes,1,1,1,11,10,2,0.2,8,2,0.25,94,100,1,1,1,1,1,1,1,1
Z_006\Day_6\Hour_12\12-21-2019 12_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_006\Day_6\Hour_13\12-21-2019 13_44_00,yes,yes,no,1,0,1,0,1,0,0,-1,-1,-1,100,97,1,1,1,1,1,1,1,0
Z_006\Day_6\Hour_14\12-21-2019 14_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,96,100,1,1,1,1,1,1,0,-1
Z_006\Day_6\Hour_15\12-21-2019 15_44_00,yes,yes,yes,1,1,1,0,8,0,0,9,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_006\Day_6\Hour_16\12-21-2019 16_44_00,yes,yes,yes,1,1,1,0,5,0,0,6,0,0,100,100,1,1,1,1,1,1,1,1
Z_006\Day_6\Hour_17\12-21-2019 17_44_00,yes,no,yes,0,1,1,5,-1,-1,-1,20,2,0.1,93,95,1,1,1,1,1,1,0,-1
Z_006\Day_6\Hour_18\12-21-2019 18_44_00,yes,yes,yes,1,1,1,0,6,0,0,5,0,0,12,94,0,1,1,1,1,1,1,1
Z_006\Day_6\Hour_19\12-21-2019 19_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,20,94,0,1,1,1,1,1,0,-1
Z_006\Day_6\Hour_20\12-21-2019 20_44_00,yes,yes,yes,1,1,1,0,1,0,0,1,0,0,14,96,0,1,1,1,1,1,1,1
Z_006\Day_6\Hour_7\12-21-2019 07_00_33,yes,yes,yes,1,1,1,0,10,0,0,7,0,0,13,39,0,0,1,1,1,1,1,1
Z_006\Day_6\Hour_8\12-21-2019 08_08_20,yes,yes,yes,1,1,1,0,5,0,0,5,0,0,61,63,1,1,1,1,1,1,1,1
Z_006\Day_6\Hour_9\12-21-2019 09_44_00,yes,yes,yes,1,1,1,34,14,12,0.857142857,12,11,0.916666667,-1,-1,-1,-1,1,1,1,1,1,1
Z_007\Day_0\Hour_13\02-16-2020 13_10_59,yes,yes,yes,1,1,1,35,10,9,0.9,12,12,1,91,84,1,1,1,1,1,1,1,1
Z_007\Day_1\Hour_10\02-10-2020 10_36_28,yes,yes,yes,1,1,1,20,7,5,0.714285714,7,7,1,-1,-1,-1,-1,1,1,1,1,1,1
Z_007\Day_1\Hour_19\02-10-2020 19_44_17,yes,no,yes,0,1,1,22,-1,-1,-1,12,12,1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_007\Day_1\Hour_20\02-10-2020 20_44_17,yes,no,yes,0,1,1,15,-1,-1,-1,20,20,1,100,97,1,1,1,1,1,1,0,-1
Z_007\Day_1\Hour_21\02-10-2020 21_44_17,yes,no,yes,0,1,1,7,-1,-1,-1,12,11,0.916666667,93,97,1,1,1,1,1,1,0,-1
Z_007\Day_1\Hour_22\02-10-2020 22_00_43,yes,yes,yes,1,1,1,56,16,15,0.9375,19,18,0.947368421,88,100,1,1,1,1,1,1,1,1
Z_007\Day_1\Hour_6\02-10-2020 06_44_17,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_007\Day_1\Hour_7\02-10-2020 07_44_17,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_007\Day_1\Hour_8\02-10-2020 08_44_17,yes,yes,yes,1,1,1,6,2,2,1,2,1,0.5,-1,-1,-1,-1,1,1,1,1,1,1
Z_007\Day_1\Hour_9\02-10-2020 09_07_52,yes,yes,yes,1,1,1,12,4,3,0.75,4,4,1,100,100,1,1,1,1,1,1,1,1
Z_007\Day_2\Hour_19\02-11-2020 19_08_01,yes,yes,yes,1,1,1,19,9,7,0.777777778,6,5,0.833333333,83,92,1,1,1,1,1,1,1,1
Z_007\Day_2\Hour_20\02-11-2020 20_05_47,yes,yes,yes,1,1,1,18,9,9,1,1,1,1,92,88,1,1,1,1,1,1,1,1
Z_007\Day_2\Hour_21\02-11-2020 21_35_16,yes,yes,yes,1,1,1,3,3,2,0.666666667,1,1,1,82,89,1,1,1,1,1,1,1,1
Z_007\Day_2\Hour_22\02-11-2020 22_44_20,yes,yes,yes,1,1,1,4,3,2,0.666666667,2,2,1,78,75,1,1,1,1,1,1,1,1
Z_007\Day_2\Hour_6\02-11-2020 06_44_18,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_007\Day_2\Hour_7\02-11-2020 07_44_18,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_007\Day_2\Hour_8\02-11-2020 08_44_18,yes,yes,yes,1,1,1,4,2,2,1,1,1,1,83,86,1,1,1,1,1,1,1,1
Z_007\Day_2\Hour_9\02-11-2020 09_10_03,yes,yes,yes,1,1,1,0,9,0,0,7,0,0,75,80,1,1,1,1,1,1,1,1
Z_007\Day_3\Hour_10\02-12-2020 10_44_19,yes,no,yes,0,1,1,9,-1,-1,-1,10,4,0.4,-1,-1,-1,-1,1,1,1,1,0,-1
Z_007\Day_3\Hour_19\02-12-2020 19_06_29,yes,yes,yes,1,1,1,5,5,1,0.2,6,1,0.166666667,72,86,1,1,1,1,1,1,1,1
Z_007\Day_3\Hour_20\02-12-2020 20_00_32,yes,yes,yes,1,1,1,4,14,1,0.071428571,13,1,0.076923077,80,83,1,1,1,1,1,1,1,1
Z_007\Day_3\Hour_21\02-12-2020 21_06_35,yes,yes,yes,1,1,1,5,7,2,0.285714286,2,1,0.5,84,81,1,1,1,1,1,1,1,1
Z_007\Day_3\Hour_22\02-12-2020 22_01_27,yes,yes,yes,1,1,1,5,3,2,0.666666667,2,1,0.5,83,76,1,1,1,1,1,1,1,1
Z_007\Day_3\Hour_6\02-12-2020 06_44_19,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_007\Day_3\Hour_7\02-12-2020 07_44_19,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_007\Day_3\Hour_8\02-12-2020 08_44_19,yes,yes,yes,1,1,1,17,6,6,1,5,5,1,89,88,1,1,1,1,1,1,1,1
Z_007\Day_3\Hour_9\02-12-2020 09_44_19,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,78,83,1,1,1,1,1,1,0,-1
Z_007\Day_4\Hour_10\02-13-2020 10_44_21,yes,yes,yes,1,1,1,0,2,0,0,2,0,0,86,87,1,1,1,1,1,1,0,-1
Z_007\Day_4\Hour_19\02-13-2020 19_44_22,yes,yes,yes,1,1,1,30,8,8,1,12,2,0.166666667,77,87,1,1,1,1,1,1,0,-1
Z_007\Day_4\Hour_20\02-13-2020 20_44_22,yes,yes,yes,1,1,1,21,1,0,0,11,2,0.181818182,-1,-1,-1,-1,1,1,1,1,0,-1
Z_007\Day_4\Hour_21\02-13-2020 21_44_22,yes,yes,yes,1,1,1,10,1,0,0,15,15,1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_007\Day_4\Hour_22\02-13-2020 22_44_22,yes,yes,yes,1,1,1,22,12,5,0.416666667,11,3,0.272727273,69,89,1,1,1,1,1,1,1,1
Z_007\Day_4\Hour_6\02-13-2020 06_44_21,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_007\Day_4\Hour_7\02-13-2020 07_44_21,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_007\Day_4\Hour_8\02-13-2020 08_44_21,yes,yes,yes,1,1,1,15,9,6,0.666666667,4,0,0,86,85,1,1,1,1,1,1,1,1
Z_007\Day_4\Hour_9\02-13-2020 09_44_21,yes,yes,yes,1,1,1,12,4,3,0.75,8,4,0.5,92,83,1,1,1,1,1,1,0,-1
Z_007\Day_5\Hour_10\02-14-2020 10_44_24,yes,yes,yes,1,1,1,9,0,0,0,0,0,0,85,90,1,1,1,1,1,1,1,1
Z_007\Day_5\Hour_19\02-14-2020 19_44_26,yes,yes,no,1,0,1,2,2,0,0,-1,-1,-1,71,87,1,1,1,1,1,1,0,-1
Z_007\Day_5\Hour_20\02-14-2020 20_44_26,yes,yes,yes,1,1,1,0,1,0,0,1,0,0,76,86,1,1,1,1,1,1,0,-1
Z_007\Day_5\Hour_21\02-14-2020 21_44_26,yes,yes,yes,1,1,1,5,4,2,0.5,2,1,0.5,76,85,1,1,1,1,1,1,1,1
Z_007\Day_5\Hour_22\02-14-2020 22_44_27,yes,yes,yes,1,1,1,2,2,0,0,2,1,0.5,75,89,1,1,1,1,1,1,1,1
Z_007\Day_5\Hour_6\02-14-2020 06_44_23,no,no,no,1,1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,1,0,-1
Z_007\Day_5\Hour_7\02-14-2020 07_44_23,no,no,no,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,0,1,0,-1
Z_007\Day_5\Hour_8\02-14-2020 08_44_23,yes,yes,yes,1,1,1,0,1,0,0,2,0,0,88,80,1,1,1,1,1,1,1,1
Z_007\Day_5\Hour_9\02-14-2020 09_44_23,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,87,90,1,1,1,1,1,1,0,-1
Z_007\Day_6\Hour_10\02-15-2020 10_44_31,yes,yes,yes,1,1,1,4,2,1,0.5,2,1,0.5,95,84,1,1,1,1,1,1,1,1
Z_007\Day_6\Hour_11\02-15-2020 11_44_31,yes,yes,yes,1,1,1,7,6,4,0.666666667,5,2,0.4,-1,-1,-1,-1,1,1,1,1,1,1
Z_007\Day_6\Hour_12\02-15-2020 12_44_32,yes,yes,yes,1,1,1,10,1,0,0,1,0,0,95,87,1,1,1,1,1,1,1,1
Z_007\Day_6\Hour_13\02-15-2020 13_44_32,yes,yes,yes,1,1,1,5,9,2,0.222222222,5,3,0.6,93,89,1,1,1,1,1,1,1,1
Z_007\Day_6\Hour_14\02-15-2020 14_44_33,yes,yes,yes,1,1,1,4,1,1,1,1,1,1,94,91,1,1,1,1,1,1,1,1
Z_007\Day_6\Hour_15\02-15-2020 15_44_33,yes,yes,yes,1,1,1,8,8,2,0.25,9,3,0.333333333,87,88,1,1,1,1,1,1,1,1
Z_007\Day_6\Hour_16\02-15-2020 16_44_34,yes,yes,yes,1,1,1,13,2,2,1,3,3,1,91,88,1,1,1,1,1,1,1,1
Z_007\Day_6\Hour_17\02-15-2020 17_44_34,yes,yes,yes,1,1,1,3,1,1,1,1,1,1,88,83,1,1,1,1,1,1,1,1
Z_007\Day_6\Hour_18\02-15-2020 18_44_35,yes,yes,yes,1,1,1,2,2,1,0.5,2,1,0.5,86,75,1,1,1,1,1,1,1,1
Z_007\Day_6\Hour_19\02-15-2020 19_44_36,yes,yes,yes,1,1,1,9,3,3,1,3,3,1,82,80,1,1,1,1,1,1,1,1
Z_007\Day_6\Hour_20\02-15-2020 20_44_36,yes,no,no,0,0,1,1,-1,-1,-1,-1,-1,-1,91,78,1,1,1,1,1,1,0,-1
Z_007\Day_6\Hour_21\02-15-2020 21_44_37,yes,yes,yes,1,1,1,11,6,3,0.5,7,5,0.714285714,87,76,1,1,1,1,1,1,1,1
Z_007\Day_6\Hour_22\02-15-2020 22_44_38,yes,yes,yes,1,1,1,13,6,3,0.5,4,4,1,86,77,1,1,1,1,1,1,1,1
Z_007\Day_6\Hour_9\02-15-2020 09_44_30,yes,yes,yes,1,1,1,0,1,0,0,2,0,0,99,89,1,1,1,1,1,1,1,1
Z_008\Day_0\Hour_10\03-01-2020 10_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_008\Day_0\Hour_11\03-01-2020 11_44_00,yes,yes,yes,1,1,1,0,3,0,0,2,0,0,99,88,1,1,1,1,1,1,1,1
Z_008\Day_0\Hour_12\03-01-2020 12_44_00,yes,yes,yes,1,1,1,4,13,2,0.153846154,4,0,0,100,100,1,1,1,1,1,1,1,1
Z_008\Day_0\Hour_13\03-01-2020 13_44_00,yes,yes,yes,1,1,1,0,9,0,0,9,0,0,100,100,1,1,1,1,1,1,1,1
Z_008\Day_0\Hour_14\03-01-2020 14_44_01,yes,yes,yes,1,1,1,0,6,0,0,5,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_0\Hour_15\03-01-2020 15_44_00,yes,yes,yes,1,1,1,0,6,0,0,5,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_0\Hour_16\03-01-2020 16_44_00,yes,yes,yes,1,1,1,8,5,1,0.2,4,1,0.25,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_0\Hour_17\03-01-2020 17_44_00,yes,yes,yes,1,1,1,0,14,0,0,8,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_0\Hour_18\03-01-2020 18_44_00,yes,yes,yes,1,1,1,0,1,0,0,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_0\Hour_19\03-01-2020 19_44_01,yes,yes,yes,1,1,1,4,3,3,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_0\Hour_20\03-01-2020 20_44_00,yes,yes,yes,1,1,1,10,3,2,0.666666667,2,2,1,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_0\Hour_21\03-01-2020 21_39_16,yes,yes,yes,1,1,1,0,1,0,0,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_0\Hour_22\03-01-2020 22_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_008\Day_0\Hour_8\03-01-2020 08_44_00,no,no,no,0,0,0,-1,-1,-1,-1,-1,-1,-1,89,93,1,1,1,1,1,1,0,-1
Z_008\Day_0\Hour_9\03-01-2020 09_44_00,yes,yes,yes,1,1,1,4,7,1,0.142857143,3,1,0.333333333,91,91,1,1,1,1,1,1,1,1
Z_008\Day_1\Hour_19\02-24-2020 19_19_54,yes,yes,no,1,1,1,24,10,10,1,0,0,0,76,89,1,1,1,1,0,1,0,-1
Z_008\Day_1\Hour_20\02-24-2020 20_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,77,86,1,1,1,1,1,1,0,-1
Z_008\Day_1\Hour_21\02-24-2020 21_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_008\Day_1\Hour_22\02-24-2020 22_44_00,yes,yes,yes,1,1,1,9,3,2,0.666666667,4,4,1,93,94,1,1,1,1,1,1,1,1
Z_008\Day_1\Hour_8\02-24-2020 08_44_00,yes,yes,yes,1,1,1,13,4,4,1,3,1,0.333333333,69,77,1,1,1,1,1,1,1,1
Z_008\Day_2\Hour_19\02-25-2020 19_44_01,yes,yes,yes,1,1,1,0,1,0,0,1,0,0,84,89,1,1,1,1,1,1,1,1
Z_008\Day_2\Hour_20\02-25-2020 20_44_01,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,71,90,1,1,1,1,1,1,0,-1
Z_008\Day_2\Hour_21\02-25-2020 21_44_01,yes,yes,yes,1,1,1,0,6,0,0,8,0,0,86,89,1,1,1,1,1,1,1,1
Z_008\Day_2\Hour_22\02-25-2020 22_44_01,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,90,90,1,1,1,1,1,1,0,-1
Z_008\Day_2\Hour_8\02-25-2020 08_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,97,88,1,1,1,1,1,1,0,-1
Z_008\Day_3\Hour_19\02-26-2020 19_44_01,yes,no,yes,0,1,1,0,-1,-1,-1,1,0,0,87,88,1,1,1,1,1,1,1,0
Z_008\Day_3\Hour_20\02-26-2020 20_44_01,yes,yes,yes,1,1,1,0,2,0,0,2,0,0,89,87,1,1,1,1,1,1,1,1
Z_008\Day_3\Hour_21\02-26-2020 21_44_01,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,84,91,1,1,1,1,1,1,0,-1
Z_008\Day_3\Hour_22\02-26-2020 22_44_01,yes,yes,yes,1,1,1,0,2,0,0,2,0,0,100,100,1,1,1,1,1,1,1,1
Z_008\Day_3\Hour_8\02-26-2020 08_44_00,yes,yes,yes,1,1,1,0,8,0,0,5,0,0,87,90,1,1,1,1,1,1,1,1
Z_008\Day_4\Hour_19\02-27-2020 19_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_008\Day_4\Hour_20\02-27-2020 20_44_01,yes,no,yes,0,1,1,0,-1,-1,-1,9,0,0,-1,-1,-1,-1,1,1,1,1,0,-1
Z_008\Day_4\Hour_21\02-27-2020 21_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_008\Day_4\Hour_22\02-27-2020 22_44_00,yes,no,yes,0,1,1,0,-1,-1,-1,5,0,0,-1,-1,-1,-1,1,1,1,1,0,-1
Z_008\Day_4\Hour_8\02-27-2020 08_44_00,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_008\Day_5\Hour_19\02-28-2020 19_44_01,yes,yes,yes,1,1,1,0,3,0,0,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_5\Hour_20\02-28-2020 20_44_01,yes,yes,yes,1,1,1,30,6,4,0.666666667,13,7,0.538461538,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_5\Hour_21\02-28-2020 21_44_00,yes,yes,yes,1,1,1,6,8,5,0.625,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_5\Hour_22\02-28-2020 22_44_00,yes,yes,yes,1,1,1,0,1,0,0,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_5\Hour_8\02-28-2020 08_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_008\Day_6\Hour_10\02-29-2020 10_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_008\Day_6\Hour_11\02-29-2020 11_44_01,yes,yes,yes,1,1,1,0,5,0,0,7,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_6\Hour_12\02-29-2020 12_44_00,yes,yes,yes,1,1,1,0,6,0,0,3,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_6\Hour_13\02-29-2020 13_44_01,yes,no,yes,1,1,1,0,0,0,0,1,0,0,-1,-1,-1,-1,1,0,1,1,1,0
Z_008\Day_6\Hour_14\02-29-2020 14_44_01,yes,yes,yes,1,1,1,0,5,0,0,4,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_6\Hour_15\02-29-2020 15_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0
Z_008\Day_6\Hour_16\02-29-2020 16_44_00,yes,no,no,0,0,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0
Z_008\Day_6\Hour_17\02-29-2020 17_44_00,yes,yes,yes,1,1,1,0,3,0,0,5,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_6\Hour_18\02-29-2020 18_44_00,yes,yes,yes,1,1,1,22,7,4,0.571428571,5,1,0.2,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_6\Hour_19\02-29-2020 19_44_00,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_008\Day_6\Hour_20\02-29-2020 20_44_00,yes,no,no,0,0,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0
Z_008\Day_6\Hour_21\02-29-2020 21_44_00,yes,yes,yes,1,1,1,0,2,0,0,2,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_6\Hour_22\02-29-2020 22_44_00,yes,yes,yes,1,1,1,0,4,0,0,3,0,0,-1,-1,-1,-1,1,1,1,1,0,-1
Z_008\Day_6\Hour_8\02-29-2020 08_44_00,yes,yes,yes,1,1,1,0,2,0,0,2,0,0,-1,-1,-1,-1,1,1,1,1,1,1
Z_008\Day_6\Hour_9\02-29-2020 09_44_00,yes,yes,yes,1,1,1,4,12,1,0.083333333,11,0,0,-1,-1,-1,-1,1,1,1,1,0,-1
Z_009\Day_0\Hour_10\10-18-2020 10_24_16,yes,yes,yes,1,1,1,0,4,0,0,8,0,0,42,61,0,1,1,1,1,1,1,1
Z_009\Day_0\Hour_11\10-18-2020 11_09_27,yes,yes,yes,1,1,1,3,4,2,0.5,7,1,0.142857143,54,65,1,1,1,1,1,1,1,1
Z_009\Day_0\Hour_12\10-18-2020 12_44_02,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,38,60,0,1,1,1,1,1,0,-1
Z_009\Day_0\Hour_13\10-18-2020 13_44_02,yes,yes,yes,1,1,1,27,14,14,1,12,11,0.916666667,-1,-1,-1,-1,1,1,1,1,0,-1
Z_009\Day_0\Hour_14\10-18-2020 14_44_02,yes,yes,yes,1,1,1,20,20,16,0.8,9,5,0.555555556,-1,-1,-1,-1,1,1,1,1,0,-1
Z_009\Day_0\Hour_15\10-18-2020 15_44_02,yes,yes,yes,1,1,1,17,14,12,0.857142857,15,15,1,-1,-1,-1,-1,1,1,1,1,0,-1
Z_009\Day_0\Hour_16\10-18-2020 16_44_02,yes,yes,yes,1,1,1,20,12,11,0.916666667,10,9,0.9,-1,-1,-1,-1,1,1,1,1,0,-1
Z_009\Day_0\Hour_17\10-18-2020 17_44_02,yes,yes,yes,1,1,1,0,5,0,0,5,0,0,60,65,1,1,1,1,1,1,1,1
Z_009\Day_0\Hour_18\10-18-2020 18_44_03,yes,yes,yes,1,1,1,13,8,5,0.625,7,4,0.571428571,65,57,1,1,1,1,1,1,1,1
Z_009\Day_0\Hour_19\10-18-2020 19_44_03,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,64,64,1,1,1,1,1,1,0,-1
Z_009\Day_0\Hour_20\10-18-2020 20_44_03,yes,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,62,64,1,1,1,1,1,1,0,-1
Z_009\Day_0\Hour_9\10-18-2020 09_44_01,no,no,no,0,0,1,0,-1,-1,-1,-1,-1,-1,38,51,0,1,1,1,1,1,0,-1
Z_009\Day_1\Hour_10\10-12-2020 10_44_00,yes,yes,yes,1,1,1,0,9,0,0,5,0,0,50,64,0,1,1,1,1,1,1,1
